id,is_iceberg
5941774d,0.083721
4023181e,0.774861
b20200e4,0.888712
e7f018bb,0.994959
4371c8c3,0.785304
a8d9b1fd,0.979404
29e7727e,0.021083
92a51ffb,0.996439
c769ac97,0.000004
aee0547d,0.000002
565b28ac,0.000000
e04e9775,0.958302
8e8161d1,0.000579
4cf4d256,0.850469
139e5324,0.933230
f156976f,0.010336
68a117cc,0.086655
d9aa7a56,0.014946
9005b143,0.485536
5f6d3988,0.865970
9ad70954,0.264951
b9087b9e,0.262190
a39a1427,0.850553
82fbe8ed,0.014429
1fae4879,0.000001
6dd8f13d,0.018153
bbad5958,0.024881
54527583,0.915622
be8fa29c,0.255123
81a3328f,0.998292
1a3c0ab3,0.007199
4deeeb8b,0.952704
ac6d5632,0.725036
472dadb5,0.988742
96093f95,0.974955
f5b4e3df,0.928516
e01a3c92,0.001894
001680af,0.965108
8e639f33,0.114961
a2c16612,0.918630
a6d76474,0.002589
19c47684,0.966077
015827b6,0.683467
7df7f7ce,0.133864
0bbf1a3f,0.982897
636cfbb7,0.947291
7370030a,0.998996
43aa97ad,0.023420
ba2b5e63,0.990832
dfdd335b,0.901460
e79b13dc,0.157385
dc32b195,0.867747
6d868590,0.939125
75fa59aa,0.780623
ffe50836,0.944310
a7bfd784,0.973750
b3d569e3,0.004818
6c538c5b,0.036070
5c7c15f4,0.608898
0b745139,0.194970
fd14608e,0.555219
f0bc8305,0.721988
a10ccb28,0.996605
543304c7,0.721976
6c3a4078,0.000160
9b73cc75,0.903225
5c6c71b1,0.010046
09ee9186,0.921294
207c35cf,0.948580
153c813e,0.032489
5605d58b,0.373941
642ca396,0.000406
d32d72c0,0.915339
16646a17,0.984285
384074af,0.922906
69bf1e8c,0.890347
9e90a054,0.676763
89dbe7f7,0.992895
dbd27d22,0.949362
a2ea1561,0.563054
d63402af,0.575292
1ac8bb92,0.978570
8beffca5,0.946166
46741f3e,0.018281
e5ee6aa7,0.060649
5ecd892b,0.642643
69892166,0.019000
2f725a81,0.026684
810abfe4,0.419993
e6f973e6,0.963196
c60a5c46,0.262845
c42b9e08,0.871041
c3f00c23,0.963230
5307fdb8,0.987688
3e4f005e,0.001890
4a4cc2e0,0.937350
9bdd88d1,0.000007
0d832bed,0.013242
14a134fa,0.935748
78a41676,0.021017
0bd4658e,0.918012
4a311bb0,0.966716
f939c817,0.625918
956adc4d,0.995786
f8a119f5,0.592622
61faa1ad,0.825708
6725eb3e,0.242804
17b3a8fd,0.776606
49a88dfc,0.008090
2d6ec645,0.853280
0d4d77ba,0.502512
3ee672a2,0.998944
738b41fd,0.836386
f7fb320d,0.694931
b42fad18,0.000665
4ab8b00a,0.254507
f7870f2b,0.160397
4978666a,0.599332
f1b0d6c7,0.000229
5642407f,0.015973
36d4ff92,0.988421
4139aba2,0.701597
7585ce58,0.389348
33e25984,0.989605
ac46f3c9,0.882272
fc34a5b8,0.891925
85c36a8f,0.556118
b2d8a426,0.499198
13ec60d1,0.927425
9d440f42,0.950114
1c0a891e,0.380891
981c3bc3,0.999423
295604f4,0.818521
16ca16c3,0.756736
b4dda837,0.505171
88d088ef,0.006235
1b4fa160,0.972056
f371bd82,0.098236
b130a0b7,0.998025
ebf1de82,0.975475
01e651c3,0.949023
51b1fecc,0.413166
fa635a31,0.127622
97b7d789,0.032264
2f598053,0.794793
c0e3e148,0.965931
cfa175a8,0.622532
3d7e09d8,0.984625
44a13d1b,0.972971
c66b0948,0.549775
976a6d64,0.003671
8bbd8909,0.981264
522890fd,0.952063
f23a3b95,0.876350
680039dc,0.889599
93028e53,0.666719
22a16932,0.325429
7d8126d2,0.018207
ba2ecd75,0.003614
8071bdd7,0.883621
96d5aeee,0.000005
154be68f,0.969318
d8c2bfe2,0.982434
f76d47b0,0.042491
0e781ade,0.940221
13cf6060,0.000174
cd99f710,0.946204
d10005bb,0.147301
3a31445f,0.980516
3157202d,0.780667
6ee64703,0.800247
e5de8685,0.108726
02cc70ba,0.024735
50984a87,0.971389
fa94957a,0.970477
eab406b4,0.529492
3ad39398,0.478086
9ecf3802,0.709989
6048ae7b,0.006353
9dc68871,0.000150
13701465,0.147744
8d8779f3,0.983744
0712f269,0.854404
722c2597,0.001993
478a2b08,0.839713
38f5fb41,0.979114
c52ad74d,0.994473
0c85fd09,0.000001
f1582cba,0.944477
ff836697,0.848221
ddfe4802,0.337337
3cef3bc7,0.982860
6a21542b,0.769636
150e23c4,0.957104
078c6d99,0.944561
