id,is_iceberg
5941774d,0.018964
4023181e,0.816897
b20200e4,0.062707
e7f018bb,0.997425
4371c8c3,0.136621
a8d9b1fd,0.380803
29e7727e,0.037938
92a51ffb,0.996545
c769ac97,0.000192
aee0547d,0.000029
565b28ac,0.000000
e04e9775,0.768009
8e8161d1,0.001915
4cf4d256,0.668231
139e5324,0.228069
f156976f,0.005097
68a117cc,0.226396
d9aa7a56,0.026636
9005b143,0.460938
5f6d3988,0.980108
9ad70954,0.027498
b9087b9e,0.158485
a39a1427,0.379834
82fbe8ed,0.027746
1fae4879,0.000098
6dd8f13d,0.002430
bbad5958,0.075959
54527583,0.245468
be8fa29c,0.208871
81a3328f,0.997903
1a3c0ab3,0.004262
4deeeb8b,0.692622
ac6d5632,0.335199
472dadb5,0.427890
96093f95,0.974610
f5b4e3df,0.954308
e01a3c92,0.012386
001680af,0.870772
8e639f33,0.090431
a2c16612,0.901158
a6d76474,0.009189
19c47684,0.373717
015827b6,0.153438
7df7f7ce,0.101815
0bbf1a3f,0.939410
636cfbb7,0.841365
7370030a,0.998139
43aa97ad,0.045314
ba2b5e63,0.989039
dfdd335b,0.504823
e79b13dc,0.065734
dc32b195,0.387401
6d868590,0.968241
75fa59aa,0.346349
ffe50836,0.593306
a7bfd784,0.978351
b3d569e3,0.011966
6c538c5b,0.069342
5c7c15f4,0.047950
0b745139,0.068016
fd14608e,0.518563
f0bc8305,0.291813
a10ccb28,0.996846
543304c7,0.823239
6c3a4078,0.000307
9b73cc75,0.407188
5c6c71b1,0.085255
09ee9186,0.547762
207c35cf,0.602893
153c813e,0.013024
5605d58b,0.316163
642ca396,0.006300
d32d72c0,0.449349
16646a17,0.978364
384074af,0.568885
69bf1e8c,0.385712
9e90a054,0.550605
89dbe7f7,0.997788
dbd27d22,0.647795
a2ea1561,0.726225
d63402af,0.375780
1ac8bb92,0.992334
8beffca5,0.138992
46741f3e,0.003836
e5ee6aa7,0.005449
5ecd892b,0.618116
69892166,0.045339
2f725a81,0.206707
810abfe4,0.024673
e6f973e6,0.885601
c60a5c46,0.176574
c42b9e08,0.418066
c3f00c23,0.184176
5307fdb8,0.942753
3e4f005e,0.004919
4a4cc2e0,0.924434
9bdd88d1,0.000007
0d832bed,0.029534
14a134fa,0.376535
78a41676,0.039544
0bd4658e,0.328479
4a311bb0,0.751027
f939c817,0.076363
956adc4d,0.991100
f8a119f5,0.812765
61faa1ad,0.498878
6725eb3e,0.025132
17b3a8fd,0.201201
49a88dfc,0.012248
2d6ec645,0.804072
0d4d77ba,0.432069
3ee672a2,0.992726
738b41fd,0.620063
f7fb320d,0.477136
b42fad18,0.006939
4ab8b00a,0.390587
f7870f2b,0.250014
4978666a,0.627038
f1b0d6c7,0.001800
5642407f,0.007764
36d4ff92,0.938002
4139aba2,0.604339
7585ce58,0.154133
33e25984,0.992527
ac46f3c9,0.112164
fc34a5b8,0.552946
85c36a8f,0.467585
b2d8a426,0.158794
13ec60d1,0.618622
9d440f42,0.298045
1c0a891e,0.343426
981c3bc3,0.996784
295604f4,0.708075
16ca16c3,0.191691
b4dda837,0.357277
88d088ef,0.033821
1b4fa160,0.719632
f371bd82,0.017849
b130a0b7,0.998219
ebf1de82,0.664167
01e651c3,0.116604
51b1fecc,0.461546
fa635a31,0.015446
97b7d789,0.198459
2f598053,0.034584
c0e3e148,0.531286
cfa175a8,0.066463
3d7e09d8,0.975847
44a13d1b,0.668746
c66b0948,0.356747
976a6d64,0.013721
8bbd8909,0.628775
522890fd,0.419980
f23a3b95,0.841741
680039dc,0.761409
93028e53,0.292846
22a16932,0.083610
7d8126d2,0.015093
ba2ecd75,0.001457
8071bdd7,0.484618
96d5aeee,0.000063
154be68f,0.979625
d8c2bfe2,0.992988
f76d47b0,0.278792
0e781ade,0.115488
13cf6060,0.011924
cd99f710,0.524261
d10005bb,0.002068
3a31445f,0.989336
3157202d,0.413041
6ee64703,0.511338
e5de8685,0.142945
02cc70ba,0.021510
50984a87,0.955546
fa94957a,0.979763
eab406b4,0.344338
3ad39398,0.601164
9ecf3802,0.273869
6048ae7b,0.015214
9dc68871,0.000506
13701465,0.318337
8d8779f3,0.156978
0712f269,0.416796
722c2597,0.003528
478a2b08,0.796039
38f5fb41,0.599420
c52ad74d,0.996239
0c85fd09,0.000044
f1582cba,0.938338
ff836697,0.923079
ddfe4802,0.075244
3cef3bc7,0.994152
6a21542b,0.553084
150e23c4,0.989892
078c6d99,0.953004
1dcd1dc3,0.026330
39967e45,0.356284
6b6333aa,0.033111
4ae61433,0.517424
f96362e0,0.064992
97a88aac,0.104550
427ae8ce,0.193294
209d4b15,0.078774
64b453bd,0.000826
0f5a484e,0.465147
5ac74969,0.893369
736ed43e,0.701988
8533795f,0.366933
f5b54fb6,0.250752
6eb4c041,0.132683
97afdf42,0.824244
1bb488db,0.421791
f132e44d,0.044656
d3c2f140,0.497633
1756794d,0.764523
9efcc11f,0.000511
14c966cf,0.633195
59cfe4d1,0.551448
883151f4,0.036012
34c4c9ff,0.473351
70b4c2eb,0.834659
96a337d9,0.406925
7fe89ffa,0.142258
057c7a22,0.000002
451cc057,0.402252
05076700,0.001824
dc52f6c1,0.216710
b03a59f9,0.034719
129ed4b0,0.434372
fb611563,0.997201
ac32e6f1,0.383926
