id,is_iceberg
5941774d,0.001
4023181e,0.760182
b20200e4,0.013585
e7f018bb,0.9982690000000001
4371c8c3,0.0071010000000000005
a8d9b1fd,0.9027940000000001
29e7727e,0.001
92a51ffb,0.999
c769ac97,7.000000000000001e-06
aee0547d,0.001
565b28ac,0.001
e04e9775,0.5002270000000001
8e8161d1,0.001542
4cf4d256,0.561106
139e5324,0.032262
f156976f,0.001
68a117cc,0.055730999999999996
d9aa7a56,0.003275
9005b143,0.643115
5f6d3988,0.999
9ad70954,0.0008699999999999999
b9087b9e,0.071142
a39a1427,0.738228
82fbe8ed,0.058621000000000006
1fae4879,2e-06
6dd8f13d,7.5e-05
bbad5958,0.001
54527583,0.196961
be8fa29c,0.03416
81a3328f,0.999
1a3c0ab3,0.000126
4deeeb8b,0.866642
ac6d5632,0.510741
472dadb5,0.57935
96093f95,0.985243
f5b4e3df,0.999
e01a3c92,0.001
001680af,0.5244479999999999
8e639f33,0.042327
a2c16612,0.966671
a6d76474,0.000588
19c47684,0.830834
015827b6,0.19253699999999999
7df7f7ce,0.023166
0bbf1a3f,0.9744659999999999
636cfbb7,0.999
7370030a,0.9983780000000001
43aa97ad,0.063782
ba2b5e63,0.999
dfdd335b,0.857319
e79b13dc,0.051334000000000005
dc32b195,0.8697739999999999
6d868590,0.999
75fa59aa,0.032716
ffe50836,0.855715
a7bfd784,0.999
b3d569e3,0.001
6c538c5b,0.001
5c7c15f4,0.016865
0b745139,0.025123
fd14608e,0.640284
f0bc8305,0.341985
a10ccb28,0.999
543304c7,0.742132
6c3a4078,0.001
9b73cc75,0.310639
5c6c71b1,0.07977100000000001
09ee9186,0.82647
207c35cf,0.736567
153c813e,0.000915
5605d58b,0.49598100000000006
642ca396,0.0016760000000000002
d32d72c0,0.17619
16646a17,0.991751
384074af,0.846126
69bf1e8c,0.39745
9e90a054,0.750855
89dbe7f7,0.999
dbd27d22,0.91522
a2ea1561,0.671053
d63402af,0.317858
1ac8bb92,0.999
8beffca5,0.016569999999999998
46741f3e,0.004232
e5ee6aa7,5.2000000000000004e-05
5ecd892b,0.579013
69892166,0.001
2f725a81,0.413329
810abfe4,0.001368
e6f973e6,0.810168
c60a5c46,0.017072999999999998
c42b9e08,0.646784
c3f00c23,0.183283
5307fdb8,0.999
3e4f005e,0.000753
4a4cc2e0,0.999
9bdd88d1,0.001
0d832bed,0.029212000000000002
14a134fa,0.7516520000000001
78a41676,0.011953
0bd4658e,0.199033
4a311bb0,0.9577700000000001
f939c817,0.185273
956adc4d,0.999
f8a119f5,0.79597
61faa1ad,0.664618
6725eb3e,0.0013859999999999999
17b3a8fd,0.039438
49a88dfc,0.0008990000000000001
2d6ec645,0.930625
0d4d77ba,0.46580900000000003
3ee672a2,0.999
738b41fd,0.625709
f7fb320d,0.598313
b42fad18,0.001
4ab8b00a,0.43937200000000004
f7870f2b,0.001
4978666a,0.807984
f1b0d6c7,0.001
5642407f,0.001
36d4ff92,0.999
4139aba2,0.688941
7585ce58,0.09155
33e25984,0.999
ac46f3c9,0.015847
fc34a5b8,0.999
85c36a8f,0.5501
b2d8a426,0.262243
13ec60d1,0.999
9d440f42,0.6654100000000001
1c0a891e,0.456459
981c3bc3,0.999
295604f4,0.855165
16ca16c3,0.027801
b4dda837,0.611252
88d088ef,0.018906
1b4fa160,0.925459
f371bd82,2e-05
b130a0b7,0.999
ebf1de82,0.806581
01e651c3,0.014225999999999999
51b1fecc,0.558245
fa635a31,0.005783
97b7d789,0.136178
2f598053,0.000659
c0e3e148,0.862706
cfa175a8,0.12071300000000001
3d7e09d8,0.999
44a13d1b,0.999
c66b0948,0.559661
976a6d64,0.001
8bbd8909,0.960932
522890fd,0.5566939999999999
f23a3b95,0.815446
680039dc,0.815796
93028e53,0.46188199999999996
22a16932,0.22818899999999998
7d8126d2,0.001
ba2ecd75,0.001
8071bdd7,0.175093
96d5aeee,0.001
154be68f,0.999
d8c2bfe2,0.999
f76d47b0,0.06538300000000001
0e781ade,0.087095
13cf6060,0.00148
cd99f710,0.5679390000000001
d10005bb,1e-06
3a31445f,0.995008
3157202d,0.229687
6ee64703,0.30630599999999997
e5de8685,0.08791900000000001
02cc70ba,0.000909
50984a87,0.999
fa94957a,0.999
eab406b4,0.5948829999999999
3ad39398,0.999
9ecf3802,0.133007
6048ae7b,0.002195
9dc68871,0.001
13701465,0.317116
8d8779f3,0.02104
0712f269,0.25791
722c2597,0.000183
478a2b08,0.8771459999999999
38f5fb41,0.9504360000000001
c52ad74d,0.999
0c85fd09,1e-06
f1582cba,0.999
ff836697,0.999
ddfe4802,0.027311000000000002
3cef3bc7,0.9949290000000001
6a21542b,0.709486
150e23c4,0.999
078c6d99,0.999
1dcd1dc3,0.0034729999999999995
39967e45,0.5857680000000001
6b6333aa,0.0142
4ae61433,0.198507
f96362e0,0.001
97a88aac,0.008912
427ae8ce,0.006701
209d4b15,0.08398
64b453bd,0.000296
0f5a484e,0.888299
5ac74969,0.999
736ed43e,0.698882
8533795f,0.795663
f5b54fb6,0.27202
6eb4c041,0.149954
97afdf42,0.902967
1bb488db,0.8525290000000001
f132e44d,0.002484
d3c2f140,0.368854
1756794d,0.8370190000000001
9efcc11f,0.001
14c966cf,0.874935
59cfe4d1,0.73885
883151f4,0.002574
34c4c9ff,0.678586
70b4c2eb,0.999
96a337d9,0.482361
7fe89ffa,0.001
057c7a22,0.001
451cc057,0.5547380000000001
05076700,0.00023199999999999997
dc52f6c1,0.20238299999999998
b03a59f9,0.012515
129ed4b0,0.605072
fb611563,0.999
ac32e6f1,0.44833999999999996
c05c5ab0,0.46089399999999997
3163d5ed,0.00028199999999999997
02096ca4,0.8481069999999999
e92496c0,0.0007059999999999999
1a9e2c50,0.999
0864e334,0.999
d976faeb,0.914019
1d7b342f,0.098358
281bc1ea,1.8e-05
bea9f0cf,0.631979
f4afa0e6,0.0
e1b5ef69,0.506744
b50539fd,0.177011
2a8c9c15,0.9739770000000001
157ebb0c,0.999
247d3614,0.0014759999999999999
0c6cc0cb,0.24784499999999998
aae88d39,0.090779
0c77b464,0.113614
963cf5ea,0.015096
1b371d8b,0.999
225bc00f,0.0015019999999999999
bc0a4eec,7.2e-05
1099782e,0.471315
a18feadd,0.999
ad7f4932,0.374519
5f8f831e,0.999
b5167c35,0.02191
0230b06d,0.219769
f8d7f7ba,0.008086
08bd1053,0.756302
58e4dc8c,0.000629
4793ce8e,0.62938
304caab4,0.0
f2ee6d7f,0.9889899999999999
e1f9c0e4,0.67878
8e40401c,0.960873
5d9eaba2,0.522868
55e7562c,0.171952
