id,is_iceberg
5941774d,0.008554
4023181e,0.760182
b20200e4,0.013585
e7f018bb,0.998269
4371c8c3,0.007101
a8d9b1fd,0.902794
29e7727e,0.028859
92a51ffb,0.998569
c769ac97,0.000007
aee0547d,0.000001
565b28ac,0.000000
e04e9775,0.500227
8e8161d1,0.001542
4cf4d256,0.561106
139e5324,0.032262
f156976f,0.003400
68a117cc,0.055731
d9aa7a56,0.003275
9005b143,0.643115
5f6d3988,0.981261
9ad70954,0.000870
b9087b9e,0.071142
a39a1427,0.738228
82fbe8ed,0.058621
1fae4879,0.000002
6dd8f13d,0.000075
bbad5958,0.045686
54527583,0.196961
be8fa29c,0.034160
81a3328f,0.999026
1a3c0ab3,0.000126
4deeeb8b,0.866642
ac6d5632,0.510741
472dadb5,0.579350
96093f95,0.985243
f5b4e3df,0.984368
e01a3c92,0.000088
001680af,0.524448
8e639f33,0.042327
a2c16612,0.966671
a6d76474,0.000588
19c47684,0.830834
015827b6,0.192537
7df7f7ce,0.023166
0bbf1a3f,0.974466
636cfbb7,0.896370
7370030a,0.998378
43aa97ad,0.063782
ba2b5e63,0.996996
dfdd335b,0.857319
e79b13dc,0.051334
dc32b195,0.869774
6d868590,0.974052
75fa59aa,0.032716
ffe50836,0.855715
a7bfd784,0.986136
b3d569e3,0.000699
6c538c5b,0.044088
5c7c15f4,0.016865
0b745139,0.025123
fd14608e,0.640284
f0bc8305,0.341985
a10ccb28,0.999394
543304c7,0.742132
6c3a4078,0.000071
9b73cc75,0.310639
5c6c71b1,0.079771
09ee9186,0.826470
207c35cf,0.736567
153c813e,0.000915
5605d58b,0.495981
642ca396,0.001676
d32d72c0,0.176190
16646a17,0.991751
384074af,0.846126
69bf1e8c,0.397450
9e90a054,0.750855
89dbe7f7,0.999425
dbd27d22,0.915220
a2ea1561,0.671053
d63402af,0.317858
1ac8bb92,0.995255
8beffca5,0.016570
46741f3e,0.004232
e5ee6aa7,0.000052
5ecd892b,0.579013
69892166,0.044150
2f725a81,0.413329
810abfe4,0.001368
e6f973e6,0.810168
c60a5c46,0.017073
c42b9e08,0.646784
c3f00c23,0.183283
5307fdb8,0.969951
3e4f005e,0.000753
4a4cc2e0,0.936113
9bdd88d1,0.000000
0d832bed,0.029212
14a134fa,0.751652
78a41676,0.011953
0bd4658e,0.199033
4a311bb0,0.957770
f939c817,0.185273
956adc4d,0.993530
f8a119f5,0.795970
61faa1ad,0.664618
6725eb3e,0.001386
17b3a8fd,0.039438
49a88dfc,0.000899
2d6ec645,0.930625
0d4d77ba,0.465809
3ee672a2,0.997202
738b41fd,0.625709
f7fb320d,0.598313
b42fad18,0.003850
4ab8b00a,0.439372
f7870f2b,0.301302
4978666a,0.807984
f1b0d6c7,0.000002
5642407f,0.040800
36d4ff92,0.973895
4139aba2,0.688941
7585ce58,0.091550
33e25984,0.993499
ac46f3c9,0.015847
fc34a5b8,0.528723
85c36a8f,0.550100
b2d8a426,0.262243
13ec60d1,0.892224
9d440f42,0.665410
1c0a891e,0.456459
981c3bc3,0.999121
295604f4,0.855165
16ca16c3,0.027801
b4dda837,0.611252
88d088ef,0.018906
1b4fa160,0.925459
f371bd82,0.000020
b130a0b7,0.999335
ebf1de82,0.806581
01e651c3,0.014226
51b1fecc,0.558245
fa635a31,0.005783
97b7d789,0.136178
2f598053,0.000659
c0e3e148,0.862706
cfa175a8,0.120713
3d7e09d8,0.991742
44a13d1b,0.931192
c66b0948,0.559661
976a6d64,0.006556
8bbd8909,0.960932
522890fd,0.556694
f23a3b95,0.815446
680039dc,0.815796
93028e53,0.461882
22a16932,0.228189
7d8126d2,0.006099
ba2ecd75,0.000080
8071bdd7,0.175093
96d5aeee,0.000001
154be68f,0.983931
d8c2bfe2,0.996424
f76d47b0,0.065383
0e781ade,0.087095
13cf6060,0.001480
cd99f710,0.567939
d10005bb,0.000001
3a31445f,0.995008
3157202d,0.229687
6ee64703,0.306306
e5de8685,0.087919
02cc70ba,0.000909
50984a87,0.977698
fa94957a,0.990649
eab406b4,0.594883
3ad39398,0.697756
9ecf3802,0.133007
6048ae7b,0.002195
9dc68871,0.000000
13701465,0.317116
8d8779f3,0.021040
0712f269,0.257910
722c2597,0.000183
478a2b08,0.877146
38f5fb41,0.950436
c52ad74d,0.998608
0c85fd09,0.000001
f1582cba,0.928836
ff836697,0.931824
ddfe4802,0.027311
3cef3bc7,0.994929
6a21542b,0.709486
150e23c4,0.998389
078c6d99,0.900695
1dcd1dc3,0.003473
39967e45,0.585768
6b6333aa,0.014200
4ae61433,0.198507
f96362e0,0.028531
97a88aac,0.008912
427ae8ce,0.006701
209d4b15,0.083980
64b453bd,0.000296
0f5a484e,0.888299
5ac74969,0.916705
736ed43e,0.698882
8533795f,0.795663
f5b54fb6,0.272020
6eb4c041,0.149954
97afdf42,0.902967
1bb488db,0.852529
f132e44d,0.002484
d3c2f140,0.368854
1756794d,0.837019
9efcc11f,0.000240
14c966cf,0.874935
59cfe4d1,0.738850
883151f4,0.002574
34c4c9ff,0.678586
70b4c2eb,0.935645
96a337d9,0.482361
7fe89ffa,0.132383
057c7a22,0.000000
451cc057,0.554738
05076700,0.000232
dc52f6c1,0.202383
b03a59f9,0.012515
129ed4b0,0.605072
fb611563,0.999365
ac32e6f1,0.448340
c05c5ab0,0.460894
3163d5ed,0.000282
02096ca4,0.848107
e92496c0,0.000706
1a9e2c50,0.995055
0864e334,0.938746
d976faeb,0.914019
1d7b342f,0.098358
281bc1ea,0.000018
bea9f0cf,0.631979
f4afa0e6,0.000000
e1b5ef69,0.506744
b50539fd,0.177011
2a8c9c15,0.973977
157ebb0c,0.982031
247d3614,0.001476
0c6cc0cb,0.247845
aae88d39,0.090779
0c77b464,0.113614
963cf5ea,0.015096
1b371d8b,0.635656
225bc00f,0.001502
bc0a4eec,0.000072
1099782e,0.471315
a18feadd,0.993787
ad7f4932,0.374519
5f8f831e,0.554371
b5167c35,0.021910
0230b06d,0.219769
f8d7f7ba,0.008086
08bd1053,0.756302
58e4dc8c,0.000629
4793ce8e,0.629380
304caab4,0.000000
f2ee6d7f,0.988990
e1f9c0e4,0.678780
8e40401c,0.960873
5d9eaba2,0.522868
55e7562c,0.171952
9da6cb4b,0.000200
c3c1c8ec,0.002003
3b38698e,0.680271
6c9eb909,0.110694
482a3d1d,0.011359
0e9918f0,0.236775
ef894fd2,0.000469
4b82e7f7,0.999142
b9cdd7fb,0.007305
94a496f4,0.013986
995eacae,0.694271
41b02e58,0.984758
69f04617,0.510137
c889a03c,0.997500
91f98acf,0.999163
9135c19f,0.992469
1f0e9c09,0.004575
260d6e8e,0.002782
46334397,0.041728
f34ddf31,0.227000
4d6177d7,0.581444
76a57270,0.743553
217b8cea,0.000287
9a45a566,0.000420
1b55c75e,0.000000
7bd92ec6,0.994729
6c409f41,0.725093
df3e48eb,0.780601
62723e57,0.000055
b8e627bf,0.063533
86bb5d85,0.471308
77e5034c,0.000025
607079e5,0.690263
96879fb4,0.056299
6afe606d,0.719872
4129802f,0.987534
a42300ef,0.698630
1af842f5,0.983586
3fe57d78,0.961294
f4e60ed5,0.998270
68c8337b,0.611059
914ed5b5,0.276120
a6bb5987,0.970567
c781c439,0.022133
47a1a25e,0.481820
80ea0713,0.987059
a9d001bc,0.006525
f94d098a,0.209628
3e230e0e,0.111658
24afa485,0.000098
bc37db7f,0.602932
83f99e4d,0.007827
1a8d86f7,0.000605
38136419,0.894539
d393e637,0.804234
36902570,0.965604
327f7b25,0.998984
3f8543c6,0.599916
a0d42a70,0.328576
e07ba430,0.745123
c6e53803,0.921667
fec4dad8,0.055544
933fc5ba,0.871665
c27eda4e,0.987726
9b94d2c2,0.000815
a2dbdb31,0.655133
816258dd,0.191489
81f11218,0.416114
c4bd9d04,0.815819
c6ce9bf9,0.919933
a7b3cc29,0.041332
527870bf,0.632272
9af26068,0.998973
0b591e70,0.994662
2b1e57c5,0.187475
194db786,0.705503
e09ba644,0.998647
fa2ed3e5,0.998178
1ba92726,0.951022
8c8f45b4,0.000022
f8889f44,0.002731
598e255b,0.010321
45f1aa7a,0.912018
022956a3,0.001567
d406064d,0.850399
76617947,0.000492
d0e5dccb,0.636427
33271da6,0.099103
0840e2b1,0.600089
521a9f4d,0.983033
7286b1dc,0.895572
5b6acc2d,0.002236
e034cd34,0.000764
46577660,0.016492
bb4d6f24,0.924451
bfc7a3f2,0.470611
abc66be8,0.004043
3627189f,0.999457
e49a77f6,0.000022
a209d7ee,0.769138
dee69cf6,0.973471
9a6261a0,0.123346
a8e444c6,0.000021
a6a66a28,0.997447
db7022ff,0.012758
0dfb45d9,0.747171
81c983aa,0.000017
a98fb5e1,0.996420
99e004d7,0.000007
d16e5fbb,0.062795
3c352f9e,0.172431
12202699,0.167412
86af0236,0.188573
f3703e6f,0.985899
4a71dc34,0.763640
321edcdc,0.310054
e365a657,0.000345
45755c9c,0.000191
873b0829,0.030999
72ccd009,0.097851
205243d9,0.972523
d9202f36,0.061614
9d0c30b0,0.033627
56644ace,0.121758
c63f527f,0.650739
bb84b9bd,0.998016
6f68caf0,0.637958
8492119b,0.127117
71bde48d,0.998016
d2d6e2ba,0.934139
6f4b309c,0.223592
b3cc5ba3,0.482479
fee39547,0.166204
4893137a,0.993112
e283c4c4,0.802904
25bac62b,0.079375
8fd88dd6,0.000000
b48c104e,0.006709
221d500b,0.166936
8f0de087,0.193391
32342e03,0.001803
a8da99d8,0.000073
93203755,0.883116
d3c88528,0.999161
0d7a17b3,0.479505
bd72f5ec,0.997128
e953c0fd,0.760716
e730b6c6,0.939920
c086033a,0.000081
a521d303,0.000011
b023957a,0.783457
3e0f04e8,0.000022
60647cba,0.009854
2f5c43a8,0.756022
b54ba69b,0.425414
eac962ff,0.903382
7e2a3763,0.000193
9362d863,0.019007
8f1b833c,0.614880
79727ff5,0.000450
62614c75,0.895181
75a03adf,0.106884
cf138392,0.757589
bf467a96,0.004261
c8b34651,0.945987
105a5c54,0.001354
bf6de75c,0.124538
060702c8,0.988551
921bad2c,0.991870
e0d17eb0,0.226350
9a3825c9,0.931433
8eda717f,0.003258
78906e0c,0.999525
c60100ad,0.997033
90a72a52,0.542655
d80e4ed4,0.642575
339cd0d2,0.001470
d99de899,0.828736
357e20d1,0.000001
a4d190da,0.463845
bd226217,0.003432
476e2771,0.998708
4e483506,0.016472
f70ea081,0.981174
4645e56f,0.975129
e6d05940,0.649007
f8b3c6af,0.973768
c89d6aad,0.466106
0cb57f6e,0.792471
86a4be46,0.017594
75e62d7e,0.000764
ebc36374,0.212982
0ebcb731,0.999691
24d000c5,0.032676
f3c9a4f6,0.365545
1bc59730,0.003071
47ea0bff,0.980647
cdeccfdd,0.204984
15e09a1d,0.024109
00652788,0.961793
23649c84,0.032102
91188a77,0.028988
eaca8580,0.787085
4ce9daeb,0.474288
d4220673,0.939493
b6a87aef,0.713585
8333ebed,0.512189
950a3453,0.401332
7074f6c9,0.714164
98a02caf,0.012488
59c8d2b3,0.999073
d99d13bd,0.994241
de86f1cf,0.999487
8f4b1985,0.995349
a7779b04,0.305095
2caeab11,0.498223
16aeea7c,0.819932
b9d19ab9,0.796756
29c5d2fd,0.999769
efcefa55,0.975948
099161c3,0.926456
12b49195,0.010430
96a1ce13,0.953729
67964b4f,0.000032
b61c605c,0.089668
bcfc0f16,0.000049
bf0cb956,0.120776
12f6aa7d,0.102666
f36f3a0c,0.000040
83490492,0.378720
e3b62b60,0.006447
20b27d66,0.999516
25c3ce93,0.305742
67a2ff0b,0.961354
9b2d3c1a,0.981287
8ad51f7d,0.000002
14137b57,0.739887
9ea5aa79,0.110539
5ea1d2dd,0.324311
979c867e,0.959132
7ea1e1b6,0.688386
d65520ba,0.019787
765ad2e2,0.695061
